Time,EMG_zyg,EMG_cor
0.384,0.026550293,-0.014648438
0.3845,0.024108887,-0.015563965
0.385,0.021362305,-0.017089844
0.3855,0.028381348,-0.014038086
0.386,0.034179688,-0.01159668
0.3865,0.034179688,-0.012817383
0.387,0.034790039,-0.014343262
0.3875,0.030212402,-0.012817383
0.388,0.020446777,-0.012207031
0.3885,0.016479492,-0.008544922
0.389,0.014648438,-0.003356934
0.3895,0.008850098,-0.002746582
0.39,-0.000915527,-0.004882813
0.3905,-0.002441406,-0.002441406
0.391,-0.001220703,0
0.3915,-0.001831055,0.001220703
0.392,-0.010375977,0
0.3925,-0.014648438,-0.000610352
0.393,-0.016174316,-0.000305176
0.3935,-0.022583008,-0.002746582
0.394,-0.028991699,0
0.3945,-0.028076172,0.002746582
0.395,-0.01953125,-0.001831055
0.3955,-0.023498535,-0.007324219
0.396,-0.028991699,-0.01373291
0.3965,-0.026855469,-0.01739502
0.397,-0.020141602,-0.015869141
0.3975,-0.021362305,-0.014648438
0.398,-0.021057129,-0.007324219
0.3985,-0.018005371,-0.004882813
